,group,distinct_hit_ips,overlaps,avg_overlap_times,avg_dest_ports
323,33726,115068,0.0,0.0,63669.585
351,34107,114999,0.0,0.0,194.00384615384615
320,33723,114370,0.0,0.0,58873.929999999986
363,34137,112887,0.0,0.0,194.0
321,33724,104427,0.0,0.0,60272.87999999999
359,34133,104282,0.0,0.0,58773.44545454546
361,34135,103580,0.0,0.0,58654.41818181818
345,34100,102721,0.0,0.0,59418.01000000001
66,7078,101259,0.0,0.0,5468.107894736842
356,34117,99537,0.0,0.0,50828.46071428571
65,7075,98890,0.0,0.0,5468.914705882352
349,34105,96118,0.0,0.0,194.0
355,34116,91290,0.0,0.0,50953.31
346,34101,86198,0.0,0.0,59413.240000000005
154,19293,85326,0.0,0.0,87.16666666666667
362,34136,81180,0.0,0.0,58658.100000000006
72,7100,80441,0.0,0.0,5471.271428571429
62,7069,80255,0.0,0.0,5470.007142857142
86,7398,79771,0.0,0.0,1.5
350,34106,79767,0.0,0.0,194.0
322,33725,78810,0.0,0.0,60275.51666666666
64,7073,78261,0.0,0.0,5275.257142857144
63,7071,78099,0.0,0.0,5471.2
360,34134,77192,0.0,0.0,58764.18333333333
353,34109,76509,0.0,0.0,194.0
70,7091,75845,0.0,0.0,5469.9800000000005
69,7090,75787,0.0,0.0,5473.480000000001
347,34103,74901,0.0,0.0,194.0
319,33722,73565,0.0,0.0,194.0
451,42022,73457,0.0,0.0,9.38888888888889
316,33717,73454,0.0,0.0,5468.4375
67,7083,73317,0.0,0.0,5474.3625
77,7250,72581,0.0,0.0,21.822058823529414
450,42021,71331,0.0,0.0,9.38888888888889
348,34104,71173,0.0,0.0,194.0
327,33738,70803,0.0,0.0,267.9166666666667
73,7101,70694,0.0,0.0,5460.95
290,33213,69705,0.0,0.0,22.66388888888889
49,4154,69691,0.0,0.0,262.76721311475404
50,4155,69357,0.0,0.0,308.3758169934641
324,33735,69310,0.0,0.0,315.2352941176471
136,13565,69176,0.0,0.0,36.599999999999994
456,42160,69138,0.0,0.0,10.0
173,19903,68754,0.0,0.0,17.366666666666664
294,33226,68569,0.0,0.0,21.81041666666667
223,29298,68255,0.0,0.0,21.714583333333334
317,33718,68179,0.0,0.0,5469.55
71,7094,68166,0.0,0.0,5474.775
74,7109,68115,0.0,0.0,5471.05
68,7089,68051,0.0,0.0,5474.85
98,8498,68050,0.0,0.0,5472.95
175,19906,67559,0.0,0.0,17.119999999999997
133,12617,67548,0.0,0.0,32.0
467,43752,67363,0.0,0.0,104.1
267,30261,66734,0.0,0.0,3.0
130,12336,66704,0.0,0.0,14.199468791500664
460,42409,66248,0.0,0.0,5.3999999999999995
474,44404,65682,0.0,0.0,101.85
244,29741,65628,0.0,0.0,21.673076923076923
79,7254,65546,0.0,0.0,22.974418604651166
289,33211,65285,0.0,0.0,22.71964285714285
46,4149,65170,0.0,0.0,1.0
174,19904,65117,0.0,0.0,17.516666666666666
15,3027,64807,0.0,0.0,239.14333333333332
10,2991,64651,0.0,0.0,239.23181818181817
358,34124,64603,0.0,0.0,24.7
12,2997,64498,0.0,0.0,23.068333333333335
124,12130,64490,0.0,0.0,40.666666666666664
100,8848,64443,0.0,0.0,22.475
403,39351,64295,0.0,0.0,52.616666666666674
156,19321,64194,0.0,0.0,1.0
452,42068,64083,0.0,0.0,239.1576923076923
199,25910,64075,0.0,0.0,172.27142857142857
273,31970,64049,0.0,0.0,168.72222222222223
407,39355,64028,0.0,0.0,108.225
113,11934,63920,0.0,0.0,43.06666666666666
382,34336,63880,0.0,0.0,22.94166666666667
217,29207,63879,0.0,0.0,10.549999999999999
328,33739,63846,0.0,0.0,296.7638888888889
400,39348,63800,0.0,0.0,46.875
367,34248,63754,0.0,0.0,10.549999999999999
117,11956,63716,0.0,0.0,22.817857142857143
381,34335,63701,0.0,0.0,23.056249999999995
157,19322,63691,0.0,0.0,1.0
274,31971,63663,0.0,0.0,172.00833333333333
475,44423,63630,0.0,0.0,22.904545454545453
275,31976,63628,0.0,0.0,172.1916666666667
461,42410,63607,0.0,0.0,5.4
184,20193,63538,0.0,0.0,14.066666666666666
339,33914,63524,0.0,0.0,172.24
276,31977,63523,0.0,0.0,172.10999999999999
142,15362,63509,0.0,0.0,14.066666666666666
129,12335,63503,0.0,0.0,63.96666666666667
271,30285,63498,0.0,0.0,14.066666666666666
329,33740,63496,0.0,0.0,312.078431372549
272,30295,63485,0.0,0.0,10.549999999999999
3,2067,63453,0.0,0.0,14.066666666666666
23,4018,63423,0.0,0.0,1.0
51,4156,63420,0.0,0.0,310.2549019607843
135,13564,63405,0.0,0.0,37.90909090909091
224,29303,63356,0.0,0.0,23.04
16,3987,63311,0.0,0.0,1.0
13,2998,63275,0.0,0.0,23.030769230769234
111,11932,63245,0.0,0.0,46.54999999999999
52,4157,63206,0.0,0.0,291.72222222222223
437,42003,63020,0.0,0.0,1.0
125,12207,63015,0.0,0.0,23.153846153846153
406,39354,62974,0.0,0.0,54.725
110,11931,62874,0.0,0.0,44.56666666666666
405,39353,62843,0.0,0.0,49.666666666666664
40,4090,62781,0.0,0.0,1.0
179,19999,62754,0.0,0.0,1.125
442,42008,62754,0.0,0.0,1.0
443,42009,62754,0.0,0.0,1.0
446,42012,62754,0.0,0.0,1.2692307692307692
448,42014,62754,0.0,0.0,1.6
464,43744,62754,0.0,0.0,1.2222222222222223
259,30019,62740,0.0,0.0,1.0
404,39352,62677,0.0,0.0,50.6
422,40002,62624,0.0,0.0,1.0
455,42099,62537,0.0,0.0,2228.075
401,39349,62505,0.0,0.0,52.599999999999994
43,4101,62495,0.0,0.0,1.0
423,40003,62298,0.0,0.0,1.0
285,33204,62292,0.0,0.0,2.0
55,5182,62242,0.0,0.0,1.0
58,5185,62242,0.0,0.0,1.0
59,5186,62242,0.0,0.0,1.0
60,5187,62242,0.0,0.0,1.0
176,19993,62242,0.0,0.0,1.0
177,19994,62242,0.0,0.0,1.0
178,19998,62242,0.0,0.0,1.2222222222222223
180,20000,62242,0.0,0.0,1.4615384615384615
181,20001,62242,0.0,0.0,1.0
182,20002,62242,0.0,0.0,1.3636363636363638
312,33562,62242,0.0,0.0,1.2
330,33745,62242,0.0,0.0,1.25
331,33746,62242,0.0,0.0,1.1111111111111112
332,33747,62242,0.0,0.0,1.8333333333333333
333,33748,62242,0.0,0.0,1.125
416,39996,62242,0.0,0.0,1.0
420,40000,62242,0.0,0.0,1.0
435,42001,62242,0.0,0.0,1.0
436,42002,62242,0.0,0.0,1.25
438,42004,62242,0.0,0.0,1.0
439,42005,62242,0.0,0.0,1.25
440,42006,62242,0.0,0.0,1.375
441,42007,62242,0.0,0.0,1.3181818181818181
444,42010,62242,0.0,0.0,1.0
445,42011,62242,0.0,0.0,1.5833333333333335
447,42013,62242,0.0,0.0,1.3125
449,42015,62242,0.0,0.0,1.125
465,43745,62242,0.0,0.0,1.1428571428571428
426,40006,62224,0.0,0.0,1.0
425,40005,62201,0.0,0.0,1.0
56,5183,62171,0.0,0.0,1.0
424,40004,62171,0.0,0.0,1.0
30,4046,62014,0.0,0.0,1.0
27,4031,61999,0.0,0.0,1.0
25,4023,61996,0.0,0.0,1.0
24,4022,61991,0.0,0.0,1.0
31,4054,61982,0.0,0.0,1.0
32,4065,61970,0.0,0.0,1.0
34,4068,61970,0.0,0.0,1.0
37,4078,61970,0.0,0.0,1.0
78,7253,61970,0.0,0.0,1.0
265,30259,61970,0.0,0.0,3.0
266,30260,61970,0.0,0.0,3.0
268,30262,61970,0.0,0.0,3.0
269,30263,61970,0.0,0.0,3.0
421,40001,61970,0.0,0.0,1.0
14,3023,61967,0.0,0.0,1.0
263,30257,61967,0.0,0.0,1.0
264,30258,61967,0.0,0.0,1.0
300,33249,61515,0.0,0.0,1.0444444444444445
53,4161,60976,0.0,0.0,1.0
216,29205,60832,0.0,0.0,2.0
26,4029,60783,0.0,0.0,1.0
57,5184,60450,0.0,0.0,1.0
84,7335,60450,0.0,0.0,2.5
85,7336,60450,0.0,0.0,2.25
108,11848,60450,0.0,0.0,45.0
270,30264,60450,0.0,0.0,3.0
278,32008,60450,0.0,0.0,46.31428571428571
279,32009,60450,0.0,0.0,44.94642857142857
417,39997,60450,0.0,0.0,1.0
419,39999,60450,0.0,0.0,1.0
463,43743,60450,0.0,0.0,1.0
81,7258,60447,0.0,0.0,1.0
238,29482,60445,0.0,0.0,74.0
243,29740,60441,0.0,0.0,74.0
19,4002,60434,0.0,0.0,1.0
20,4007,60434,0.0,0.0,1.0
22,4017,60434,0.0,0.0,1.0
33,4066,60434,0.0,0.0,1.0
35,4069,60434,0.0,0.0,1.0
38,4086,60434,0.0,0.0,1.0
39,4088,60434,0.0,0.0,1.0
41,4098,60434,0.0,0.0,1.0
42,4100,60434,0.0,0.0,1.0
45,4147,60434,0.0,0.0,1.0
137,13591,60434,0.0,0.0,61.900000000000006
169,19507,60434,0.0,0.0,1.0
418,39998,60434,0.0,0.0,1.0
36,4076,60431,0.0,0.0,1.0
237,29477,60427,0.0,0.0,74.0
334,33751,60426,0.0,0.0,74.0
357,34121,60409,0.0,0.0,74.0
301,33250,58891,0.0,0.0,1.0
454,42098,58819,0.0,0.0,2216.5166666666664
293,33224,57915,0.0,0.0,2.0
17,3993,57688,0.0,0.0,2.0
262,30216,57398,0.0,0.0,23.557692307692303
432,41946,57130,0.0,0.0,24.0
282,33197,56238,0.0,0.0,2.0
232,29327,55993,0.0,0.0,2.0
306,33276,55936,0.0,0.0,2.0
431,41916,55853,0.0,0.0,2.0
214,29191,55806,0.0,0.0,1.0196078431372548
303,33253,55057,0.0,0.0,2.0
384,35529,54782,0.0,0.0,2.0
299,33243,53510,0.0,0.0,1.5204081632653061
4,2135,52487,0.0,0.0,24.58461538461539
96,8391,51267,0.0,0.0,1.0
196,24564,50865,0.0,0.0,4.490028975626385
198,24892,49987,0.0,0.0,1.0
11,2995,49985,0.0,0.0,1.0
83,7291,49969,0.0,0.0,1.0
205,28619,49749,0.0,0.0,1.0
5,2514,49737,0.0,0.0,1.0
172,19820,49698,0.0,0.0,1.0
6,2516,49534,0.0,0.0,1.0
233,29335,47463,0.0,0.0,2.0
28,4032,47111,0.0,0.0,2.0
213,29190,46817,0.0,0.0,1.0
150,17705,46079,0.0,0.0,12.973747016706444
222,29273,45975,0.0,0.0,2.0
364,34243,45823,0.0,0.0,1.0
121,12030,45717,0.0,0.0,2.0
159,19459,45116,0.0,0.0,2.0
158,19456,44828,0.0,0.0,1.064516129032258
302,33251,44264,0.0,0.0,1.0
208,29011,43443,0.0,0.0,2.0
221,29249,43443,0.0,0.0,2.0
115,11943,41881,0.0,0.0,2.0
120,11994,41415,0.0,0.0,2.0
297,33238,39841,0.0,0.0,1.0
340,33934,39476,0.0,0.0,1.0
487,46869,39475,0.0,0.0,1.0
195,24425,39473,0.0,0.0,1.0
375,34283,39473,0.0,0.0,1.0
395,37510,39473,0.0,0.0,1.0
97,8393,39318,0.0,0.0,1.0
188,22185,39318,0.0,0.0,1.0
140,14723,39300,0.0,0.0,1.0
235,29354,39147,0.0,0.0,1.0
138,14073,38336,0.0,0.0,1.0
18,3996,37434,0.0,0.0,1.0
231,29320,37384,0.0,0.0,1.0
230,29319,37281,0.0,0.0,1.9827586206896552
309,33303,37245,0.0,0.0,2.0
307,33279,37162,0.0,0.0,2.0
191,22694,36564,0.0,0.0,7.848111658456486
210,29019,36401,0.0,0.0,1.0
186,20753,36041,0.0,0.0,8.69311377245509
434,41980,35769,0.0,0.0,3.0
398,37662,35327,0.0,0.0,9.714285714285715
286,33205,33432,0.0,0.0,1.0416666666666667
61,6268,32536,0.0,0.0,1.0
107,10151,31975,0.0,0.0,4.460109503324208
114,11938,31744,0.0,0.0,1.0
296,33235,31667,0.0,0.0,2.0
478,44488,31250,0.0,0.0,2.0
218,29220,31230,0.0,0.0,2.0
383,35516,31139,0.0,0.0,2.0
476,44431,31074,0.0,0.0,2.0
430,41125,31071,0.0,0.0,2.0
295,33227,30975,0.0,0.0,4.0
206,28966,30871,0.0,0.0,1.0625
122,12042,30827,0.0,0.0,2.0
292,33218,30713,0.0,0.0,1.0454545454545454
298,33242,30455,0.0,0.0,1.0
291,33216,30243,0.0,0.0,1.0
341,33950,30069,0.0,0.0,1.0
386,35544,29840,0.0,0.0,1.0
313,33572,29807,0.0,0.0,1.0
371,34268,29586,0.0,0.0,1.0
283,33202,28917,0.0,0.0,1.9761904761904763
207,28994,28886,0.0,0.0,2.0
370,34263,28297,0.0,0.0,1.05
385,35533,27974,0.0,0.0,2.0
21,4011,27650,0.0,0.0,1.0
433,41977,27542,0.0,0.0,3.0
193,23868,27158,0.0,0.0,1.0
234,29336,27050,0.0,0.0,2.0
197,24567,26931,0.0,0.0,4.518491124260355
397,37661,26915,0.0,0.0,9.714285714285714
228,29312,26911,0.0,0.0,2.0
304,33254,26870,0.0,0.0,2.0
373,34278,26744,0.0,0.0,2.0
311,33539,26641,0.0,0.0,2.0
29,4035,26095,0.0,0.0,2.0
116,11946,25664,0.0,0.0,1.0
219,29221,24938,0.0,0.0,2.0
261,30045,24858,0.0,0.0,2.0
429,41078,24744,0.0,0.0,2.0
389,36704,24223,0.0,0.0,2.0
310,33322,23147,0.0,0.0,1.0
171,19541,22669,0.0,0.0,2.0
93,7993,22663,0.0,0.0,2.0
194,24419,21452,0.0,0.0,1.0
202,26571,21401,0.0,0.0,7.122661122661123
396,37518,20958,0.0,0.0,1.0
94,8371,20957,0.0,0.0,1.0
204,28590,20952,0.0,0.0,2.0
8,2879,20937,0.0,0.0,2.0
167,19502,20928,0.0,0.0,250.0
200,26041,20874,0.0,0.0,1.0
119,11962,20698,0.0,0.0,2.0
82,7268,16426,0.0,0.0,2.0
486,46387,16002,0.0,0.0,2.0
365,34244,15532,0.0,0.0,2.5
155,19294,15491,0.0,0.0,29.5
338,33855,15423,0.0,0.0,2.4
374,34280,15277,0.0,0.0,4.0
220,29238,14599,0.0,0.0,2.0
477,44485,14489,0.0,0.0,2.0
201,26412,14086,0.0,0.0,2.0
126,12273,12518,0.0,0.0,2.0
240,29603,12284,0.0,0.0,4.0
192,23494,11998,0.0,0.0,1.0
376,34289,11998,0.0,0.0,1.0
203,26791,10582,0.0,0.0,2.0
99,8503,10496,0.0,0.0,1.0
152,18792,10496,0.0,0.0,1.0
488,47013,10496,0.0,0.0,1.0
95,8381,10455,0.0,0.0,1.0
335,33786,10455,0.0,0.0,1.0
168,19503,10152,0.0,0.0,250.0
165,19500,10024,0.0,0.0,250.0
337,33805,9326,0.0,0.0,4.0
378,34294,9220,0.0,0.0,2.3333333333333335
164,19499,9182,0.0,0.0,250.0
209,29016,8627,0.0,0.0,14.5
166,19501,7280,0.0,0.0,250.0
277,31982,6294,0.0,0.0,4.0
239,29545,6293,0.0,0.0,4.0
462,43739,6272,0.0,0.0,4.0
242,29707,6227,0.0,0.0,4.0
315,33683,6226,0.0,0.0,4.0
336,33797,6208,0.0,0.0,4.0
390,36939,6186,0.0,0.0,14.2
241,29664,6183,0.0,0.0,4.0
308,33298,6181,0.0,0.0,4.0
215,29203,6179,0.0,0.0,4.0
372,34271,6173,0.0,0.0,4.0
314,33578,6169,0.0,0.0,4.0
161,19496,6144,0.0,0.0,250.0
118,11957,6142,0.0,0.0,4.0
229,29317,6032,0.0,0.0,4.0
162,19497,4040,0.0,0.0,250.0
344,34084,3791,0.0,0.0,14.166666666666666
342,33974,2578,0.0,0.0,14.5
379,34298,2569,0.0,0.0,14.5
287,33206,2548,0.0,0.0,28.0
305,33275,2506,0.0,0.0,14.25
377,34293,2468,0.0,0.0,14.0
368,34255,2466,0.0,0.0,14.25
236,29465,2462,0.0,0.0,15.0
123,12049,2453,0.0,0.0,14.5
369,34257,2453,0.0,0.0,14.25
284,33203,2080,0.0,0.0,17.0
1,1898,2048,0.0,0.0,55.0
9,2953,2048,0.0,0.0,55.0
101,8868,2048,0.0,0.0,55.0
260,30035,1926,0.0,0.0,17.0
143,15574,1524,0.0,0.0,20.0
163,19498,1140,0.0,0.0,250.0
76,7188,913,0.0,0.0,55.0
103,8886,730,0.0,0.0,55.0
408,39356,66268,1.0,2.0,116.25
483,45450,65437,1.0,2.0,45.39
112,11933,65398,1.0,2.0,45.150000000000006
128,12334,63868,1.0,2.0,64.0
402,39350,63610,1.0,2.0,48.64166666666667
227,29308,55381,1.0,2.0,1.0
458,42182,41202,1.0,2.0,17.3125
75,7114,22922,1.3333333333333333,9.75,2.782665505226481
326,33737,75291,1.5,2.0,282.12503634777556
354,34110,87572,1.6666666666666667,2.0,194.0
147,17039,40694,1.6666666666666667,2.0,16.5
482,45448,67257,1.7727272727272727,2.0,42.900000000000006
0,50,1303,2.0,2.0,1.0
479,44542,71214,2.25,2.0,346.025
44,4108,60513,2.4705882352941178,13.344827586206897,1.1363636363636365
105,9320,64089,2.53125,2.123456790123457,73.09363425925925
183,20048,41849,2.5454545454545454,3.9375,2.8992797260597474
106,9435,50904,2.625,4.836734693877551,1.7105495151337056
149,17645,56725,2.782608695652174,6.043478260869565,4.276822020644354
47,4152,74519,2.8,2.0,276.3116343490305
325,33736,74495,3.0,2.0,297.65972222222223
212,29122,173,3.0,2.0,3.333333333333333
185,20453,7105,3.5238095238095237,6.405063291139241,1.04945295404814
131,12423,72084,3.7,2.0,43.278378378378385
104,8915,40776,3.739130434782609,6.548387096774194,1.649069115021678
318,33721,109096,4.0,2.0,194.0
480,44543,71323,4.0,2.0,346.1
54,4166,15992,4.2,6.344086021505376,1.117544471573073
48,4153,73725,4.333333333333333,2.0,291.53456790123465
225,29304,66250,5.0,2.0,22.903409090909093
394,37450,65139,5.428571428571429,2.168421052631579,63.413175675675674
399,39345,72463,5.805555555555555,2.019047619047619,44.06136363636364
226,29305,32793,6.0,2.0,1.0
141,15091,61071,7.391304347826087,3.304123711340206,1.7335625716369698
481,45443,42518,7.666666666666667,6.078125,1.4637235389904106
457,42171,40756,8.0,2.0,13.0
187,21108,66588,10.371428571428572,2.1835616438356165,79.43581395348838
343,34002,53087,12.148148148148149,4.494780793319415,2.9166666666666665
170,19525,59517,17.0,2.0,7036.416666666666
189,22209,53073,20.194444444444443,2.027359781121751,40.97701612903226
160,19495,59178,21.0,2.0,7014.5
132,12593,237,21.0,21.854166666666668,1.0437219730941705
280,32162,61081,21.25,2.819178082191781,1.7598005891683661
466,43751,114615,24.79310344827586,2.094027954256671,104.47946428571427
484,45756,67944,25.47222222222222,2.2605405405405405,69.9885998469778
146,17038,41297,27.285714285714285,2.001029866117405,16.900000000000002
134,13263,66679,28.0,2.0,1.9
80,7256,65825,37.0,2.0,22.95490196078432
459,42218,63223,40.0,2.0,2.3564090019569472
380,34332,60275,46.0,2.0,7009.722222222223
148,17640,63042,52.51428571428571,5.161764705882353,2.21345999033972
127,12332,37299,63.45,2.0,109.775
471,44401,112340,65.44827586206897,2.0236895161290325,106.0890909090909
211,29055,1885,77.0,59.563025210084035,1.6686980609418283
485,45960,63462,86.0,2.0599180069378744,3.9444444444444446
288,33209,41529,91.0,2.0,1.02020202020202
393,37255,61830,108.73333333333333,2.0879320800485144,3.0462962962962963
144,17035,41787,117.25,2.0160669834804255,16.887500000000003
257,29952,59662,147.9,2.0507682030728125,2.0
412,39926,69313,214.0,2.0,36.8
413,39927,62330,225.0,2.0,28.0
352,34108,140963,232.32258064516128,2.0031286664059444,194.0
190,22475,64102,236.69444444444446,2.085911784068466,3.607142857142857
469,43754,132147,333.44444444444446,2.0395170142700327,170.84622641509435
472,44402,135206,371.0,2.0312109040626853,172.79074074074074
415,39933,68959,388.6666666666667,2.0,4.642857142857143
253,29923,60315,406.9,2.064969062351261,2.0
411,39923,64648,471.0,2.515923566878981,5.153846153846154
88,7454,67461,545.8333333333334,2.4284016636957815,239.2677419354839
428,40100,8843,608.0,2.392857142857143,2.0
252,29918,46689,632.0,2.089622641509434,2.5
145,17036,43029,721.3611111111111,2.0472924703529074,16.842857142857145
414,39928,72873,1008.6,3.6236559139784945,239.27033898305086
473,44403,156580,1451.7777777777778,2.070098350526081,172.19230769230768
109,11930,105779,1505.0277777777778,2.0688648733927586,44.75174418604651
248,29910,60435,1519.090909090909,2.14084144394665,1.0
250,29916,51936,1524.5,2.1147487844408426,2.5
468,43753,160059,1624.4444444444443,2.094829760403531,170.76504065040652
258,29955,60443,1656.0,2.1323129962390306,2.0
139,14404,79837,1730.638888888889,2.0,1.0
427,40008,62228,1835.9375,2.1465662067912232,3.002276607854297
153,19024,32669,1984.0,2.145665322580645,1.0
366,34246,62176,2043.0,2.0,2.0
281,33171,62663,2142.0,2.0,2.0
87,7399,78598,2146.793103448276,2.0,1.0
247,29909,60444,2573.9,2.173036093418259,1.0
256,29934,60440,2848.1,2.177040586693495,1.0
255,29930,60441,3279.7,2.2003021800129505,1.0
410,39371,62241,3660.529411764706,3.4480108109969185,3.074670357689225
392,37254,62234,3795.5,2.5571380060110593,3.0074324324324326
92,7683,62234,3856.0,2.6439642891831516,3.0092764378478662
91,7679,62234,3858.9375,2.6542269312483064,3.004863221884498
89,7671,62235,3883.0625,2.8783162507210824,3.0117001300014445
409,39366,62235,3884.6875,2.868216298606926,3.4365448504983394
151,18632,60619,4649.2307692307695,3.460736018545349,1.0
251,29917,58196,4841.5,2.197752808988764,2.5
254,29929,60445,5148.181818181818,2.368849671105407,1.0
246,29908,60446,5334.727272727273,2.4320227063168685,1.0
2,1907,60514,5351.0,2.0,3.0
245,29907,60449,5494.636363636364,2.9513595947524727,1.0
453,42097,136708,6651.0,2.0,2226.163958333333
391,37251,62226,10288.0,2.752308632706895,3.340816326530612
388,36170,82591,10330.0,2.0,1.0833333333333335
249,29915,60407,23222.5,2.6288907427650883,2.5
387,36166,61779,35023.0,2.0,1.0
102,8876,61964,53750.0,2.6364631400888072,3.0
90,7673,61986,54072.0,2.6440648913376186,3.142857142857143
470,44293,60431,60431.0,2.0,1.0
7,2556,61970,61672.0,3.491955661585011,3.0
